topic,s,regdate,regdate-display,msg.commander,msg.sender,msg.ceramic_state.h-position,msg.information.serial_no,msg.information.iotm_fw_ver,msg.information.machine_fw_ver,msg.information.machine_no,msg.ceramic_state.curr_pinpoint,msg.stomach_pad.curr-temperature,msg.ceramic_state.dest_pinpoint,msg.ceramic_state.elapsed_time,msg.ceramic_state.v-position,msg.sub_state.curr-temperature,msg.ext1_state.curr-temperature,msg.base_state.curr-temperature,msg.ceramic_state.curr-temperature,msg.ceramic_state.state,msg.sub_state.play,msg.sub_state.mode,msg.sub_state.force,msg.music.play,msg.music.music_no,msg.timesync,msg.command_no,msg.refresh,msg.alpha_state.curr-temperature,msg.alpha_state.temperature,msg.information.firmware_ver,msg.reply.commander,msg.reply.activated,msg.reply.command_no,msg.reply.power,msg.ext1_state.temperature,msg.sub_force,msg.ceramic_state.operation_time,msg.music.bluetooth_name,msg.sub_state.temperature,msg.ceramic_state.mode_index,msg.ceramic_state.mode_list,msg.base_state.power,msg.ceramic_state.spin-length,msg.sub_play,msg.ceramic_force,msg.stomach_pad.mode,msg.ceramic_state.force,msg.ceramic_state.play,msg.base_state.temperature,msg.ceramic_state.temperature,msg.sub_state.state,msg.stomach_pad.play,msg.stomach_pad.temperature,msg.stomach_pad.force,msg.music.source,msg.music.volume,msg.music.voice_guidance,msg.music.sourcelist,msg.mode_list,msg.mode_index,msg.ceramic_mode,msg.power,msg.ceramic_play,msg.stomach_play,msg.stomach_force,msg.sub_temperature,msg.alpha_temperature,msg.ext2_temperature,msg.ext1_temperature,msg.temperature,msg.stomach_temperature,msg.ceramic_temperature,msg.CCIP_PTL,msg.music_volume,msg.sub_mode,msg.music_select,"msg.music_play
"
4417936c9ca0,3,1641713189803.0,2022-01-09 16:26:29,324431.0,4417936c9ca0,3210.0, ,000.03.010,000.01.006.va,1.0,14.0,,,,,,,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417936cf3ac,3,1641713190202.0,2022-01-09 16:26:30,361115.0,4417936cf3ac,3947.0, ,000.03.010,000.03.055.RA,1.0,16.0,,,,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417936d0014,3,1641713190851.0,2022-01-09 16:26:30,384604.0,4417936d0014,, ,000.03.010,000.01.006.va,1.0,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417936d3bd4,3,1641713189224.0,2022-01-09 16:26:29,291088.0,4417936d3bd4,5328.0, ,000.03.010,000.01.007.ba,1.0,,,,,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417936d3f18,3,1641713190285.0,2022-01-09 16:26:30,320818.0,4417936d3f18,2538.0, ,000.03.010,000.01.007.ma,1.0,12.0,,,920.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417936d4b44,3,1641713190744.0,2022-01-09 16:26:30,365881.0,4417936d4b44,, ,000.03.010,000.01.007.ma,1.0,,,,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417936d5c04,3,1641713596031.0,2022-01-09 16:33:16,369606.0,4417936d5c04,, ,000.03.010,001.01.007.ra,1.0,,490.0,,,,430.0,,430.0,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417936d717c,3,1641713189470.0,2022-01-09 16:26:29,381020.0,4417936d717c,, ,000.03.010,000.01.006.va,1.0,,,,,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417936d7204,3,1641713190350.0,2022-01-09 16:26:30,378530.0,4417936d7204,7197.0, ,000.03.010,000.03.059.SA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c11aeaefde4,3,1641713189338.0,2022-01-09 16:26:29,0.0,4c11aeaefde4,608.0, ,000.01.007,000.02.009.MA,1.0,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c11aed8b144,3,1641713189253.0,2022-01-09 16:26:29,0.0,4c11aed8b144,3807.0, ,,,1.0,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c11aef87424,3,1641713192064.0,2022-01-09 16:26:32,0.0,4c11aef87424,, ,,,1.0,,,,950.0,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c11aef8dff0,3,1641713190228.0,2022-01-09 16:26:30,0.0,4c11aef8dff0,812.0, ,,,1.0,3.0,,3.0,,,,440.0,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c11aef95ac4,3,1641713327533.0,2022-01-09 16:28:47,0.0,4c11aef95ac4,, ,,,1.0,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de10dfc,3,1641713190553.0,2022-01-09 16:26:30,380932.0,78e36de10dfc,4205.0, ,000.03.010,000.03.055.BA,1.0,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de12450,3,1641713189235.0,2022-01-09 16:26:29,329097.0,78e36de12450,4741.0, ,000.03.010,001.01.007.ra,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de12cd0,3,1641713189461.0,2022-01-09 16:26:29,361455.0,78e36de12cd0,, ,000.03.010,000.01.107.sa,1.0,,,,570.0,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de13dcc,3,1641713378636.0,2022-01-09 16:29:38,374300.0,78e36de13dcc,6742.0, ,000.03.010,000.03.055.RA,1.0,24.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de6d7c0,3,1641713190638.0,2022-01-09 16:26:30,0.0,78e36de6d7c0,6051.0, ,000.03.010,000.03.050.VA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de6d9bc,3,1641713195097.0,2022-01-09 16:26:35,371544.0,78e36de6d9bc,, ,000.03.010,000.03.055.RA,1.0,,,,1590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de6dc44,3,1641713598482.0,2022-01-09 16:33:18,389625.0,78e36de6dc44,, ,000.03.010,000.03.054.MA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de6e534,3,1641713189162.0,2022-01-09 16:26:29,373528.0,78e36de6e534,, ,000.03.010,001.01.007.ra,1.0,,,,,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de74ed8,3,1641713190147.0,2022-01-09 16:26:30,388413.0,78e36de74ed8,7154.0, ,000.03.010,000.01.007.ba,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de8ba48,3,1641713190079.0,2022-01-09 16:26:30,378657.0,78e36de8ba48,201.0, ,000.03.010,000.03.050.VA,1.0,0.0,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,2190.0,,,1.0,['8'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de8bbc0,3,1641713189255.0,2022-01-09 16:26:29,296633.0,78e36de8bbc0,1135.0, ,000.03.010,000.03.059.SA,1.0,,,,,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de99b88,3,1641713190458.0,2022-01-09 16:26:30,371396.0,78e36de99b88,6866.0, ,000.03.010,000.03.055.RA,1.0,24.0,,,,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de99eac,3,1641713196637.0,2022-01-09 16:26:36,354980.0,78e36de99eac,, ,000.03.010,000.03.055.RA,1.0,,,,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de9a5fc,3,1641713190556.0,2022-01-09 16:26:30,375067.0,78e36de9a5fc,3359.0, ,000.03.010,000.01.007.ba,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de9a6a0,3,1641713190397.0,2022-01-09 16:26:30,386721.0,78e36de9a6a0,5215.0, ,000.03.010,000.03.055.RA,1.0,21.0,,,,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de9b13c,3,1641713197683.0,2022-01-09 16:26:37,363899.0,78e36de9b13c,, ,000.03.010,000.01.107.sa,1.0,,,,770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de9d1f8,3,1641713193604.0,2022-01-09 16:26:33,365161.0,78e36de9d1f8,, ,000.03.010,000.03.059.SA,1.0,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de9d21c,3,1641713189179.0,2022-01-09 16:26:29,0.0,78e36de9d21c,5514.0, ,000.03.010,000.03.054.MA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36de9e208,3,1641713191073.0,2022-01-09 16:26:31,353625.0,78e36de9e208,, ,000.03.010,000.03.055.RA,1.0,,,,,,,,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36deddbc0,3,1641713571115.0,2022-01-09 16:32:51,345790.0,78e36deddbc0,, ,000.03.010,000.01.007.ma,1.0,,,,,,300.0,,410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36dede21c,3,1641713189615.0,2022-01-09 16:26:29,381731.0,78e36dede21c,2063.0, ,000.03.010,000.01.007.ma,1.0,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36dee0188,3,1641713189845.0,2022-01-09 16:26:29,307555.0,78e36dee0188,3536.0, ,000.03.010,001.01.007.ra,1.0,15.0,,,920.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36dee199c,3,1641713189937.0,2022-01-09 16:26:29,346927.0,78e36dee199c,2300.0, ,000.03.010,000.03.055.RA,1.0,11.0,,,3080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36dee1b20,3,1641713194030.0,2022-01-09 16:26:34,350055.0,78e36dee1b20,, ,000.03.010,000.03.055.BA,1.0,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36dee1b88,3,1641713381853.0,2022-01-09 16:29:41,214848.0,78e36dee1b88,, ,000.03.010,000.03.055.RA,1.0,,,,,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36dee1d24,3,1641713191247.0,2022-01-09 16:26:31,237211.0,78e36dee1d24,, ,000.03.010,000.03.059.SA,1.0,,,,150.0,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36dee2040,3,1641713194467.0,2022-01-09 16:26:34,380174.0,78e36dee2040,, ,000.03.010,000.03.055.RA,1.0,,,,1490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36dee79ec,3,1641713189870.0,2022-01-09 16:26:29,189250.0,78e36dee79ec,, ,000.03.010,000.03.053.MA,1.0,,,,1320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36dee7a3c,3,1641713190607.0,2022-01-09 16:26:30,326847.0,78e36dee7a3c,4300.0, ,000.03.010,000.01.006.va,1.0,,,,770.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36dee7c58,3,1641713189842.0,2022-01-09 16:26:29,335729.0,78e36dee7c58,6694.0, ,000.03.010,000.03.050.VA,1.0,24.0,,,1830.0,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36dee8040,3,1641713189470.0,2022-01-09 16:26:29,353763.0,78e36dee8040,6854.0, ,000.03.010,000.03.055.RA,1.0,24.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36dee807c,3,1641713190929.0,2022-01-09 16:26:30,351314.0,78e36dee807c,2694.0, ,000.03.010,001.01.007.ra,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e36dee81d0,3,1641713198411.0,2022-01-09 16:26:38,353470.0,78e36dee81d0,, ,000.03.010,000.03.058.SA,1.0,,,,2590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb2904,3,1641713189879.0,2022-01-09 16:26:29,0.0,7c87cedb2904,6505.0, ,000.03.010,000.03.054.RA,1.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb2984,3,1641713189064.0,2022-01-09 16:26:29,4865.0,7c87cedb2984,3812.0, ,000.03.010,000.01.005.VA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb2a78,3,1641713194534.0,2022-01-09 16:26:34,0.0,7c87cedb2a78,6500.0, ,000.03.010,000.03.055.RA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb2ae0,3,1641713189410.0,2022-01-09 16:26:29,228125.0,7c87cedb2ae0,4380.0, ,000.03.009,000.03.053.RA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb2b3c,3,1641713567911.0,2022-01-09 16:32:47,0.0,7c87cedb2b3c,, ,000.03.010,000.01.005.va,1.0,,,,,621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb2b54,3,1641713189521.0,2022-01-09 16:26:29,58130.0,7c87cedb2b54,6553.0, ,000.03.010,000.03.055.SA,1.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb2e30,3,1641713189679.0,2022-01-09 16:26:29,0.0,7c87cedb2e30,3667.0, ,000.03.010,000.01.006.ma,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb2ee4,3,1641713189212.0,2022-01-09 16:26:29,276744.0,7c87cedb2ee4,2816.0, ,000.03.010,000.01.106.sb,1.0,13.0,,,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb2f58,3,1641713189871.0,2022-01-09 16:26:29,0.0,7c87cedb2f58,4209.0, ,000.03.010,000.01.006.ma,1.0,18.0,,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb2fa0,3,1641713189065.0,2022-01-09 16:26:29,88963.0,7c87cedb2fa0,, ,000.03.010,000.03.054.BA,1.0,,,,1920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb2fd4,3,1641713199792.0,2022-01-09 16:26:39,3492.0,7c87cedb2fd4,, ,000.03.010,000.03.055.RA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb301c,3,1641713190086.0,2022-01-09 16:26:30,0.0,7c87cedb301c,1468.0, ,000.03.010,000.01.005.ba,1.0,6.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb3070,3,1641713190447.0,2022-01-09 16:26:30,0.0,7c87cedb3070,5584.0, ,000.03.010,000.00.000.va,1.0,21.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb3ed4,3,1641713197799.0,2022-01-09 16:26:37,277093.0,7c87cedb3ed4,, ,000.03.010,000.01.106.sb,1.0,,,,1910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb40ac,3,1641713189801.0,2022-01-09 16:26:29,205584.0,7c87cedb40ac,2484.0, ,000.03.010,001.01.006.ra,1.0,11.0,,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb413c,3,1641713191765.0,2022-01-09 16:26:31,304196.0,7c87cedb413c,, ,000.03.010,000.03.050.VA,1.0,,,,790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb416c,3,1641713189426.0,2022-01-09 16:26:29,220008.0,7c87cedb416c,4865.0, ,000.03.010,000.03.054.RA,1.0,19.0,,,,178.0,,,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb41c4,3,1641713191410.0,2022-01-09 16:26:31,375974.0,7c87cedb41c4,, ,000.03.010,000.03.053.MA,1.0,,,,,,220.0,,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb41f4,3,1641713190295.0,2022-01-09 16:26:30,273014.0,7c87cedb41f4,2334.0, ,000.03.010,001.01.006.ra,1.0,16.0,,,,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb44a0,3,1641713190328.0,2022-01-09 16:26:30,276476.0,7c87cedb44a0,1416.0, ,000.03.010,000.01.006.ma,1.0,7.0,,,,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb4550,3,1641713427101.0,2022-01-09 16:30:27,285499.0,7c87cedb4550,, ,000.03.010,000.03.050.VA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb45e8,3,1641713190360.0,2022-01-09 16:26:30,21379.0,7c87cedb45e8,2258.0, ,000.03.010,000.01.006.sa,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedb46c8,3,1641713189514.0,2022-01-09 16:26:29,224264.0,7c87cedb46c8,2369.0, ,000.03.010,000.03.055.RA,1.0,10.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedd77d4,3,1641713197516.0,2022-01-09 16:26:37,282589.0,7c87cedd77d4,, ,000.03.010,000.01.006.ma,1.0,,,,,,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedd7868,3,1641713190195.0,2022-01-09 16:26:30,305302.0,7c87cedd7868,, ,000.03.010,001.01.007.ra,1.0,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedd790c,3,1641713190835.0,2022-01-09 16:26:30,256425.0,7c87cedd790c,, ,000.03.010,000.01.106.sb,1.0,,,,1160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedd7dbc,3,1641713189283.0,2022-01-09 16:26:29,237060.0,7c87cedd7dbc,387.0, ,000.03.010,000.01.006.ma,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedd83f8,3,1641713189833.0,2022-01-09 16:26:29,326973.0,7c87cedd83f8,454.0, ,000.03.010,000.01.006.ma,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedd85a8,3,1641713190046.0,2022-01-09 16:26:30,139437.0,7c87cedd85a8,4118.0, ,000.03.010,000.01.006.ba,1.0,,,,860.0,,590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedd8ff4,3,1641713189967.0,2022-01-09 16:26:29,314266.0,7c87cedd8ff4,6326.0, ,000.03.010,000.01.006.ba,1.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedd9048,3,1641713193040.0,2022-01-09 16:26:33,186274.0,7c87cedd9048,, ,000.03.010,001.01.006.ra,1.0,,,,1020.0,,,,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedd9084,3,1641713190893.0,2022-01-09 16:26:30,302097.0,7c87cedd9084,2682.0, ,000.03.010,000.03.057.SB,1.0,11.0,,,,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedd90c0,3,1641713565226.0,2022-01-09 16:32:45,0.0,7c87cedd90c0,6966.0, ,000.03.010,000.01.106.sb,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedd910c,3,1641713190359.0,2022-01-09 16:26:30,269023.0,7c87cedd910c,5183.0, ,000.03.010,000.03.055.RA,1.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedd9530,3,1641713190077.0,2022-01-09 16:26:30,0.0,7c87cedd9530,2367.0, ,000.03.010,000.01.006.va,1.0,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87cedd9708,3,1641713193581.0,2022-01-09 16:26:33,0.0,7c87cedd9708,, ,000.03.010,000.03.055.SA,1.0,,,,,525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87ceddabd4,3,1641713189183.0,2022-01-09 16:26:29,241562.0,7c87ceddabd4,, ,000.03.010,001.01.006.ra,1.0,,,,,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87ceddac34,3,1641713193550.0,2022-01-09 16:26:33,0.0,7c87ceddac34,, ,000.03.010,000.01.006.ba,1.0,,,,,,,,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87ceddacc4,3,1641713198068.0,2022-01-09 16:26:38,122141.0,7c87ceddacc4,, ,000.03.010,000.01.005.sa,1.0,,,,1770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87ceddacd4,3,1641713189154.0,2022-01-09 16:26:29,0.0,7c87ceddacd4,, ,000.03.010,000.03.055.BA,1.0,,,,1360.0,574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87ceddad0c,3,1641713190243.0,2022-01-09 16:26:30,0.0,7c87ceddad0c,6956.0, ,000.03.010,000.01.006.sa,1.0,,,,,,,,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87ceddaf44,3,1641713194098.0,2022-01-09 16:26:34,204182.0,7c87ceddaf44,, ,000.03.010,000.03.050.VA,1.0,,,,,186.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87ceddafc0,3,1641713190233.0,2022-01-09 16:26:30,0.0,7c87ceddafc0,1350.0, ,000.03.010,000.03.050.VA,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87ceddc094,3,1641713190184.0,2022-01-09 16:26:30,275756.0,7c87ceddc094,3597.0, ,000.03.010,000.03.053.MA,1.0,16.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c87ceddc37c,3,1641713190501.0,2022-01-09 16:26:30,0.0,7c87ceddc37c,7191.0, ,000.03.010,000.01.006.ma,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
