topic,s,regdate,regdate-display,msg.commander,msg.sender,msg.ceramic_state.h-position,msg.information.serial_no,msg.information.iotm_fw_ver,msg.information.machine_fw_ver,msg.information.machine_no,msg.ceramic_state.curr_pinpoint,msg.stomach_pad.curr-temperature,msg.ceramic_state.dest_pinpoint,msg.ceramic_state.elapsed_time,msg.ceramic_state.v-position,msg.sub_state.curr-temperature,msg.ext1_state.curr-temperature,msg.base_state.curr-temperature,msg.ceramic_state.curr-temperature,msg.ceramic_state.state,msg.sub_state.play,msg.sub_state.mode,msg.sub_state.force,msg.music.play,msg.music.music_no,msg.timesync,msg.command_no,msg.refresh,msg.alpha_state.curr-temperature,msg.alpha_state.temperature,msg.information.firmware_ver,msg.reply.commander,msg.reply.activated,msg.reply.command_no,msg.reply.power,msg.ext1_state.temperature,msg.sub_force,msg.ceramic_state.operation_time,msg.music.bluetooth_name,msg.sub_state.temperature,msg.ceramic_state.mode_index,msg.ceramic_state.mode_list,msg.base_state.power,msg.ceramic_state.spin-length,msg.sub_play,msg.ceramic_force,msg.stomach_pad.mode,msg.ceramic_state.force,msg.ceramic_state.play,msg.base_state.temperature,msg.ceramic_state.temperature,msg.sub_state.state,msg.stomach_pad.play,msg.stomach_pad.temperature,msg.stomach_pad.force,msg.music.source,msg.music.volume,msg.music.voice_guidance,msg.music.sourcelist,msg.mode_list,msg.mode_index,msg.ceramic_mode,msg.power,msg.ceramic_play,msg.stomach_play,msg.stomach_force,msg.sub_temperature,msg.alpha_temperature,msg.ext2_temperature,msg.ext1_temperature,msg.temperature,msg.stomach_temperature,msg.ceramic_temperature,msg.CCIP_PTL,msg.music_volume,msg.sub_mode,msg.music_select,"msg.music_play
"
24d7eb41c4c4,3,1641713190034.0,2022-01-09 16:26:30,380504.0,24d7eb41c4c4,6505.0, ,000.03.010,000.03.055.RA,1.0,24.0,,,1680.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb41c530,3,1641713190954.0,2022-01-09 16:26:30,338351.0,24d7eb41c530,, ,000.03.010,000.01.107.sa,1.0,,,,,,,,,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb41c568,3,1641713193430.0,2022-01-09 16:26:33,299178.0,24d7eb41c568,, ,000.03.010,000.03.050.VA,1.0,,,,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb41c5f8,3,1641713190933.0,2022-01-09 16:26:30,381465.0,24d7eb41c5f8,1460.0, ,000.03.010,000.03.059.SA,1.0,7.0,,,,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb41c89c,3,1641713596963.0,2022-01-09 16:33:16,384532.0,24d7eb41c89c,, ,000.03.010,000.03.054.MA,1.0,,,,,,,,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb41ca6c,3,1641713189576.0,2022-01-09 16:26:29,482.0,24d7eb41ca6c,1923.0, ,000.03.010,000.03.059.SA,1.0,9.0,,,20.0,,,,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb41d0e0,3,1641713190674.0,2022-01-09 16:26:30,381307.0,24d7eb41d0e0,, ,000.03.010,000.01.007.ma,1.0,,,,,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb41d1b0,3,1641713563132.0,2022-01-09 16:32:43,286009.0,24d7eb41d1b0,5075.0, ,000.03.010,000.03.055.RA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb41d1c8,3,1641713191185.0,2022-01-09 16:26:31,191927.0,24d7eb41d1c8,2444.0, ,000.03.010,001.01.007.ra,1.0,11.0,,,1380.0,,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb41d558,3,1641713191092.0,2022-01-09 16:26:31,385582.0,24d7eb41d558,3923.0, ,000.03.010,000.01.107.sa,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb41d948,3,1641713189510.0,2022-01-09 16:26:29,309867.0,24d7eb41d948,6949.0, ,000.03.010,000.01.007.ma,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb41dabc,3,1641713190337.0,2022-01-09 16:26:30,383781.0,24d7eb41dabc,441.0, ,000.03.010,000.01.007.ba,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb41dac0,3,1641713197186.0,2022-01-09 16:26:37,189250.0,24d7eb41dac0,, ,000.03.010,000.01.007.ba,1.0,,,,1310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb41dda8,3,1641713189518.0,2022-01-09 16:26:29,371989.0,24d7eb41dda8,6580.0, ,000.03.010,000.03.059.SA,1.0,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb41e004,3,1641713190201.0,2022-01-09 16:26:30,127008.0,24d7eb41e004,, ,000.03.010,000.03.055.RA,1.0,,,,,403.0,,,,,1.0,,,,,,,,,,,,,,,,,,2190.0,,,1.0,['15'],,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb42a75c,3,1641713396079.0,2022-01-09 16:29:56,207326.0,24d7eb42a75c,, ,000.03.010,001.01.007.ra,1.0,,,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb42b560,3,1641713568941.0,2022-01-09 16:32:48,335584.0,24d7eb42b560,, ,000.03.010,000.01.007.ma,1.0,,,,,,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb42b57c,3,1641713192745.0,2022-01-09 16:26:32,170.0,24d7eb42b57c,, ,000.03.010,000.03.050.VA,1.0,,,,,,,,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb42bdc0,3,1641713189249.0,2022-01-09 16:26:29,377105.0,24d7eb42bdc0,2063.0, ,000.03.010,000.03.059.SA,1.0,9.0,,,,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb42be54,3,1641713601678.0,2022-01-09 16:33:21,395312.0,24d7eb42be54,, ,000.03.007,000.00.000,1.0,,,,,,,,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb42cecc,3,1641713189561.0,2022-01-09 16:26:29,390026.0,24d7eb42cecc,4153.0, ,000.03.010,000.01.007.ba,1.0,18.0,,,,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb42d09c,3,1641713193974.0,2022-01-09 16:26:33,333309.0,24d7eb42d09c,, ,000.03.010,000.01.006.ma,1.0,,,,850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb446c38,3,1641713191339.0,2022-01-09 16:26:31,340743.0,24d7eb446c38,, ,000.03.010,000.03.055.RA,1.0,,,,980.0,,,,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb44705c,3,1641713189610.0,2022-01-09 16:26:29,295767.0,24d7eb44705c,5367.0, ,000.03.007,000.03.053.MA,1.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb4471d0,3,1641713190921.0,2022-01-09 16:26:30,381525.0,24d7eb4471d0,5265.0, ,000.03.010,000.01.007.ba,1.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7eb4475ac,3,1641713189951.0,2022-01-09 16:26:29,228541.0,24d7eb4475ac,1793.0, ,000.03.010,000.03.050.VA,1.0,8.0,320.0,,,338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34865d134390,3,1641713379469.0,2022-01-09 16:29:39,351648.0,34865d134390,2229.0, ,000.03.010,000.01.007.ma,1.0,10.0,,,,,300.0,,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34ab95493b7c,3,1641713189050.0,2022-01-09 16:26:29,0.0,34ab95493b7c,3355.0, ,000.01.007,000.03.035.RA,1.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34ab9549b784,3,1641713190276.0,2022-01-09 16:26:30,0.0,34ab9549b784,1825.0, ,000.01.007,000.03.033.MA,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34ab9549c1b8,3,1641713190758.0,2022-01-09 16:26:30,0.0,34ab9549c1b8,7196.0, ,000.01.007,000.03.033.MA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34ab9549c41c,3,1641713380017.0,2022-01-09 16:29:40,0.0,34ab9549c41c,, ,000.01.007,000.01.005.VA,1.0,,,,,,300.0,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34ab954b1064,3,1641713147350.0,2022-01-09 16:25:47,0.0,34ab954b1064,, ,000.01.007,000.01.005.VA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34ab954b3ac4,3,1641713189324.0,2022-01-09 16:26:29,0.0,34ab954b3ac4,, ,000.01.007,000.02.009.RE,1.0,,,,620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34ab954b4f34,3,1641713190868.0,2022-01-09 16:26:30,0.0,34ab954b4f34,, ,000.01.007,000.02.009.RE,1.0,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417935018dc,3,1641713209568.0,2022-01-09 16:26:49,161304.0,4417935018dc,100.0, ,000.03.010,000.03.056.SB,1.0,255.0,220.0,255.0,0.0,100.0,200.0,,210.0,230.0,0.0,0.0,0,1.0,0.0,1.0,,,,,,,,,,,,,2190.0,Master-V6-01,450.0,1.0,['10'],,200.0,,,1,3.0,1.0,450.0,400.0,1.0,2.0,450.0,1.0,0.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,,
441793501bf0,3,1641713191043.0,2022-01-09 16:26:31,330788.0,441793501bf0,2036.0, ,000.03.010,000.01.006.va,1.0,9.0,,,,,,,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793502198,3,1641713190974.0,2022-01-09 16:26:30,197222.0,441793502198,, ,000.03.010,000.03.050.VA,1.0,,,,,223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793502724,3,1641713190369.0,2022-01-09 16:26:30,310823.0,441793502724,, ,000.03.010,000.03.055.BA,1.0,,,,,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417935040cc,3,1641713193915.0,2022-01-09 16:26:33,321970.0,4417935040cc,, ,000.03.010,000.01.006.ma,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417935043e8,3,1641713375010.0,2022-01-09 16:29:35,343897.0,4417935043e8,, ,000.03.010,000.03.054.MA,1.0,,,,,407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793504400,3,1641713142438.0,2022-01-09 16:25:42,211954.0,441793504400,2817.0, ,000.03.010,001.01.007.ra,1.0,13.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793504448,3,1641713574639.0,2022-01-09 16:32:54,337631.0,441793504448,, ,000.03.010,000.03.055.RA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793504710,3,1641713568298.0,2022-01-09 16:32:48,336879.0,441793504710,100.0, ,000.03.010,000.03.055.RA,1.0,255.0,,255.0,0.0,100.0,230.0,,210.0,250.0,1.0,0.0,1,1.0,0.0,1.0,,,,,,,,,,,,,0.0,Master-V6-01,500.0,1.0,['9'],,7200.0,,,,2.0,1.0,500.0,500.0,1.0,,,,0.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,,,
441793505b20,3,1641713189443.0,2022-01-09 16:26:29,0.0,441793505b20,, ,000.03.010,000.03.055.BA,1.0,,,,,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793505c24,3,1641713192891.0,2022-01-09 16:26:32,318166.0,441793505c24,, ,000.03.010,000.03.055.BA,1.0,,,,20.0,,220.0,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793505d28,3,1641713378422.0,2022-01-09 16:29:38,332814.0,441793505d28,1876.0, ,000.03.010,000.03.050.VA,1.0,9.0,,,110.0,,360.0,,,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793505f8c,3,1641713189365.0,2022-01-09 16:26:29,265338.0,441793505f8c,5246.0, ,000.03.010,000.01.006.ma,1.0,,,,,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44179350674c,3,1641713564872.0,2022-01-09 16:32:44,214156.0,44179350674c,4147.0, ,000.03.010,000.03.052.MA,1.0,18.0,320.0,,,,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417935209c0,3,1641713190318.0,2022-01-09 16:26:30,349735.0,4417935209c0,3928.0, ,000.03.010,000.01.007.sa,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417935209e4,3,1641713197403.0,2022-01-09 16:26:37,217281.0,4417935209e4,, ,000.03.010,000.03.054.MA,1.0,,,,,,,,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793520b10,3,1641713190574.0,2022-01-09 16:26:30,195.0,441793520b10,, ,000.03.010,001.01.007.ra,1.0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793520c7c,3,1641713193767.0,2022-01-09 16:26:33,346984.0,441793520c7c,, ,000.03.010,000.01.006.va,1.0,,,,,,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793521148,3,1641713190715.0,2022-01-09 16:26:30,360276.0,441793521148,3467.0, ,000.03.010,000.03.050.VA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793521368,3,1641713189927.0,2022-01-09 16:26:29,347999.0,441793521368,, ,000.03.010,000.03.058.SA,1.0,,,,1770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417935215ec,3,1641713193532.0,2022-01-09 16:26:33,355025.0,4417935215ec,, ,000.03.010,000.03.059.SA,1.0,,,,1920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417935218cc,3,1641713190844.0,2022-01-09 16:26:30,388634.0,4417935218cc,6772.0, ,000.03.010,000.01.006.va,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793521a40,3,1641713375478.0,2022-01-09 16:29:35,247131.0,441793521a40,, ,000.03.010,000.03.050.VA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793521ae8,3,1641713379606.0,2022-01-09 16:29:39,370512.0,441793521ae8,, ,000.03.010,000.03.059.SA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793521bd4,3,1641713190310.0,2022-01-09 16:26:30,337857.0,441793521bd4,6944.0, ,000.03.010,000.03.050.VA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793521e8c,3,1641713193455.0,2022-01-09 16:26:33,385600.0,441793521e8c,, ,000.03.010,000.01.007.ma,1.0,,,,0.0,,500.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
44179352206c,3,1641713191979.0,2022-01-09 16:26:31,188435.0,44179352206c,, ,000.03.010,000.03.055.BA,1.0,,,,1590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793524408,3,1641713190385.0,2022-01-09 16:26:30,352313.0,441793524408,4328.0, ,000.03.010,000.03.055.BA,1.0,18.0,,,1430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44179352499c,3,1641713189056.0,2022-01-09 16:26:29,306945.0,44179352499c,, ,000.03.010,000.03.055.BA,1.0,,,,1740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793524ea4,3,1641713190598.0,2022-01-09 16:26:30,324996.0,441793524ea4,6039.0, ,000.03.010,000.01.106.sb,1.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417935252a4,3,1641713569949.0,2022-01-09 16:32:49,320916.0,4417935252a4,4031.0, ,000.03.010,000.01.006.ma,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793525658,3,1641713190820.0,2022-01-09 16:26:30,316012.0,441793525658,1497.0, ,000.03.010,000.01.006.ba,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417935259d0,3,1641713189956.0,2022-01-09 16:26:29,367495.0,4417935259d0,3163.0, ,000.03.010,000.01.106.sb,1.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417935260bc,3,1641713189198.0,2022-01-09 16:26:29,396431.0,4417935260bc,, ,000.03.006,000.03.056.SB,1.0,,,,160.0,,,,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417935260fc,3,1641713191538.0,2022-01-09 16:26:31,373083.0,4417935260fc,, ,000.03.010,000.03.055.BA,1.0,,,,,,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417935261e0,3,1641713190580.0,2022-01-09 16:26:30,352100.0,4417935261e0,, ,000.03.010,000.03.055.BA,1.0,,,,1110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417935265d8,3,1641713190843.0,2022-01-09 16:26:30,301883.0,4417935265d8,3520.0, ,000.03.010,000.01.006.ba,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793526710,3,1641713410240.0,2022-01-09 16:30:10,313227.0,441793526710,, ,000.03.010,000.03.050.VA,1.0,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44179353620c,3,1641713189038.0,2022-01-09 16:26:29,331429.0,44179353620c,4442.0, ,000.03.010,000.03.050.VA,1.0,19.0,,,,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793536a0c,3,1641713197398.0,2022-01-09 16:26:37,333446.0,441793536a0c,, ,000.03.010,000.03.054.MA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,['SA1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793536af0,3,1641713190757.0,2022-01-09 16:26:30,288170.0,441793536af0,3870.0, ,000.03.010,000.01.006.va,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44179353752c,3,1641713189430.0,2022-01-09 16:26:29,237097.0,44179353752c,636.0, ,000.03.010,000.01.106.sb,1.0,2.0,,,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417935720e8,3,1641713190975.0,2022-01-09 16:26:30,66594.0,4417935720e8,4688.0, ,000.03.010,000.03.055.BA,1.0,20.0,,,2080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793572c64,3,1641713194181.0,2022-01-09 16:26:34,370007.0,441793572c64,, ,000.03.010,000.01.006.ma,1.0,,,,530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793574958,3,1641713189628.0,2022-01-09 16:26:29,254.0,441793574958,, ,000.03.010,000.01.107.sa,1.0,,,,,,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793575a38,3,1641713198467.0,2022-01-09 16:26:38,619.0,441793575a38,, ,000.03.010,000.03.059.SA,1.0,,,,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793580e60,3,1641713189827.0,2022-01-09 16:26:29,379918.0,441793580e60,2801.0, ,000.03.010,001.01.007.ra,1.0,12.0,,,,,,,,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793586198,3,1641713190758.0,2022-01-09 16:26:30,321219.0,441793586198,3624.0, ,000.03.010,000.03.055.RA,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793586fe4,3,1641713194548.0,2022-01-09 16:26:34,340997.0,441793586fe4,, ,000.03.010,000.01.107.sa,1.0,,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44179358799c,3,1641713197888.0,2022-01-09 16:26:37,122141.0,44179358799c,, ,000.03.007,000.03.055.BA,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793588cb8,3,1641713189484.0,2022-01-09 16:26:29,377166.0,441793588cb8,4380.0, ,000.03.010,000.01.007.ma,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44179358a2a8,3,1641713190330.0,2022-01-09 16:26:30,342252.0,44179358a2a8,4585.0, ,000.03.010,000.03.050.VA,1.0,,,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44179358a490,3,1641713191235.0,2022-01-09 16:26:31,245.0,44179358a490,, ,000.03.010,000.01.107.sa,1.0,,,,1770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793590640,3,1641713206979.0,2022-01-09 16:26:46,367417.0,441793590640,, ,000.03.010,000.03.059.SA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793593044,3,1641713190618.0,2022-01-09 16:26:30,171922.0,441793593044,991.0, ,000.03.010,000.01.007.ba,1.0,4.0,,,1280.0,435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793593790,3,1641713194947.0,2022-01-09 16:26:34,206871.0,441793593790,, ,000.03.010,000.03.050.VA,1.0,,,,1430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441793594498,3,1641713190008.0,2022-01-09 16:26:30,363460.0,441793594498,2048.0, ,000.03.010,000.03.054.MA,1.0,,,,,,,,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417935947a0,3,1641713196507.0,2022-01-09 16:26:36,141789.0,4417935947a0,, ,000.03.010,000.03.055.RA,1.0,,,,3490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417935e7018,3,1641713189914.0,2022-01-09 16:26:29,368815.0,4417935e7018,1943.0, ,000.03.010,000.03.055.BA,1.0,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
